,GI,TG,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
9,8,"(1) Locust, Black (Robinia pseudoacacia)  at 60.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,34.4,$0.80,"2,447.5",$281.14,52.4,$660.93,44.5,"34,822.4","4,731.9",$42.28,20.1,1.9,6.8,31.2,2.4,0.3,0.2,1.1
10,9,"(1) Locust, Black (Robinia pseudoacacia)  at 65.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,29.9,$0.69,"2,337.8",$268.54,52.4,$660.93,55.4,"26,329.1","3,577.8",$31.97,14.2,1.9,4.7,30.9,1.7,0.3,0.2,0.7
11,10,"(1) Locust, Black (Robinia pseudoacacia)  at 76.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,39.2,$0.91,"2,337.8",$268.54,52.4,$660.93,84.9,"26,329.1","3,577.8",$31.97,14.2,1.9,4.7,30.9,1.7,0.3,0.2,0.7
2,1,"(1) Locust, Black (Robinia pseudoacacia)  at 65.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,39.5,$0.92,"2,447.5",$281.14,52.4,$660.93,55.4,"34,822.4","4,731.9",$42.28,20.1,1.9,6.8,31.2,2.4,0.3,0.2,1.1
3,2,"(1) Locust, Black (Robinia pseudoacacia)  at 62.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,27.5,$0.64,"2,337.8",$268.54,52.4,$660.93,48.7,"26,329.1","3,577.8",$31.97,14.2,1.9,4.7,30.9,1.7,0.3,0.2,0.7
4,3,"(1) Locust, Black (Robinia pseudoacacia)  at 58.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,24.5,$0.57,"2,337.8",$268.54,52.4,$660.93,40.6,"26,329.1","3,577.8",$31.97,14.2,1.9,4.7,30.9,1.7,0.3,0.2,0.7
5,4,"(1) Locust, Black (Robinia pseudoacacia)  at 90.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,84.6,$1.97,"2,546.3",$292.48,52.4,$660.93,134.7,"42,466.3","5,770.6",$51.57,24.7,1.9,8.4,31.5,3.0,0.3,0.2,1.4
6,5,"(1) Locust, Black (Robinia pseudoacacia)  at 69.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,53.4,$1.24,"2,546.3",$292.48,52.4,$660.93,65.2,"42,466.3","5,770.6",$51.57,24.7,1.9,8.4,31.5,3.0,0.3,0.2,1.4
7,6,"(1) Sycamore, American (Platanus occidentalis)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,781.9",$227.50,"2,546.3",$292.48,52.4,$660.93,3.4,"82,839.8","11,256.8",$100.59,28.5,1.9,8.5,31.5,3.6,0.3,0.2,1.0
8,7,"(1) Sycamore, American (Platanus occidentalis)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"8,343.5",$194.04,"2,546.3",$292.48,52.4,$660.93,4.2,"99,738.2","13,553.1",$121.11,23.5,1.9,6.4,31.5,3.2,0.3,0.2,0.5
9,8,"(1) Sycamore, American (Platanus occidentalis)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,208.6",$214.16,"2,546.3",$292.48,52.4,$660.93,3.8,"91,165.6","12,388.2",$110.70,26.2,1.9,7.5,31.5,3.4,0.3,0.2,0.7
10,9,"(1) Sycamore, American (Platanus occidentalis)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,878.3",$229.74,"2,546.3",$292.48,52.4,$660.93,3.3,"80,787.3","10,977.9",$98.10,28.9,1.9,8.8,31.5,3.7,0.3,0.2,1.0
11,10,"(1) Sycamore, American (Platanus occidentalis)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,531.1",$221.66,"2,546.3",$292.48,52.4,$660.93,3.6,"86,970.4","11,818.1",$105.61,27.4,1.9,8.1,31.5,3.5,0.3,0.2,0.8
2,1,"(1) Sycamore, American (Platanus occidentalis)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,020.1",$209.78,"2,546.3",$292.48,52.4,$660.93,3.9,"93,286.5","12,676.4",$113.28,25.6,1.9,7.3,31.5,3.4,0.3,0.2,0.7
3,2,"(1) Sycamore, American (Platanus occidentalis)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,665.4",$224.79,"2,546.3",$292.48,52.4,$660.93,3.5,"84,896.8","11,536.3",$103.09,28.0,1.9,8.3,31.5,3.6,0.3,0.2,0.9
4,3,"(1) Sycamore, American (Platanus occidentalis)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"6,838.2",$159.03,"2,546.3",$292.48,52.4,$660.93,4.8,"110,768.9","15,052.0",$134.50,19.7,1.9,5.0,31.5,2.8,0.3,0.2,0.3
5,4,"(1) Sycamore, American (Platanus occidentalis)  at 33.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"7,798.6",$181.37,"2,546.3",$292.48,52.4,$660.93,4.5,"104,110.2","14,147.1",$126.42,22.0,1.9,5.8,31.5,3.0,0.3,0.2,0.4
6,5,"(1) Sycamore, American (Platanus occidentalis)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,378.9",$218.12,"2,546.3",$292.48,52.4,$660.93,3.7,"89,060.1","12,102.0",$108.14,26.9,1.9,7.8,31.5,3.5,0.3,0.2,0.8
7,6,"(1) Sycamore, American (Platanus occidentalis)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"9,941.6",$231.21,"2,546.3",$292.48,52.4,$660.93,3.3,"78,674.9","10,690.8",$95.53,29.3,1.9,9.0,31.5,3.7,0.3,0.2,1.1
8,7,"(1) Sycamore, American (Platanus occidentalis)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"8,813.1",$204.97,"2,546.3",$292.48,52.4,$660.93,4.0,"95,422.5","12,966.6",$115.87,24.9,1.9,7.0,31.5,3.3,0.3,0.2,0.6
9,8,"(1) Sycamore, American (Platanus occidentalis)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"8,080.5",$187.93,"2,546.3",$292.48,52.4,$660.93,4.3,"101,917.3","13,849.2",$123.76,22.8,1.9,6.1,31.5,3.1,0.3,0.2,0.5
10,9,"(1) Sycamore, American (Platanus occidentalis)  at 53.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,5.1,$0.12,"2,546.3",$292.48,52.4,$660.93,7.5,"147,101.6","19,989.1",$178.62,8.9,1.9,1.8,31.5,1.4,0.3,0.2,0.0
11,10,"(1) Sycamore, American (Platanus occidentalis)  at 55.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,5.3,$0.12,"2,546.3",$292.48,52.4,$660.93,8.0,"147,101.6","19,989.1",$178.62,8.9,1.9,1.8,31.5,1.4,0.3,0.2,0.0
2,1,"(1) Sycamore, American (Platanus occidentalis)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"7,497.7",$174.37,"2,546.3",$292.48,52.4,$660.93,4.6,"106,316.6","14,447.0",$129.10,21.2,1.9,5.5,31.5,2.9,0.3,0.2,0.4
3,2,"(1) Sycamore, American (Platanus occidentalis)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"8,587.7",$199.72,"2,546.3",$292.48,52.4,$660.93,4.1,"97,573.1","13,258.9",$118.48,24.2,1.9,6.7,31.5,3.2,0.3,0.2,0.6
4,3,"(1) Sycamore, American (Platanus occidentalis)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"7,177.6",$166.93,"2,546.3",$292.48,52.4,$660.93,4.7,"108,536.2","14,748.6",$131.79,20.4,1.9,5.3,31.5,2.8,0.3,0.2,0.3
5,4,"(1) Sycamore, American (Platanus occidentalis)  at 39.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"5,703.3",$132.64,"2,546.3",$292.48,52.4,$660.93,5.2,"117,542.4","15,972.4",$142.73,17.4,1.9,4.2,31.5,2.5,0.3,0.2,0.2
6,5,"(1) Sycamore, American (Platanus occidentalis)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"6,101.2",$141.89,"2,546.3",$292.48,52.4,$660.93,5.0,"115,272.2","15,663.9",$139.97,18.2,1.9,4.5,31.5,2.6,0.3,0.2,0.2
7,6,"(1) Sycamore, American (Platanus occidentalis)  at 37.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"6,479.4",$150.69,"2,546.3",$292.48,52.4,$660.93,4.9,"113,014.3","15,357.1",$137.23,18.9,1.9,4.7,31.5,2.7,0.3,0.2,0.3
8,7,"(1) Sycamore, American (Platanus occidentalis)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,224.6",$191.28,"2,447.5",$281.14,52.4,$660.93,2.6,"55,631.1","7,559.5",$67.55,28.7,1.9,9.5,31.2,3.5,0.3,0.2,1.5
9,8,"(1) Sycamore, American (Platanus occidentalis)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"6,375.1",$148.27,"2,337.8",$268.54,52.4,$660.93,2.3,"42,154.4","5,728.2",$51.19,23.6,1.9,7.9,30.9,2.8,0.3,0.2,1.3
10,9,"(1) Sycamore, American (Platanus occidentalis)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,483.2",$174.04,"2,447.5",$281.14,52.4,$660.93,3.7,"76,026.7","10,331.0",$92.32,28.2,1.9,8.5,31.2,3.6,0.3,0.2,1.0
11,10,"(1) Sycamore, American (Platanus occidentalis)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,425.8",$172.70,"2,447.5",$281.14,52.4,$660.93,2.0,"45,036.2","6,119.8",$54.69,26.0,1.9,8.8,31.2,3.1,0.3,0.2,1.5
2,1,"(1) Sycamore, American (Platanus occidentalis)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,648.5",$177.88,"2,447.5",$281.14,52.4,$660.93,3.6,"74,171.0","10,078.8",$90.06,28.5,1.9,8.7,31.2,3.6,0.3,0.2,1.0
3,2,"(1) Sycamore, American (Platanus occidentalis)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,102.4",$165.18,"2,447.5",$281.14,52.4,$660.93,3.9,"79,774.5","10,840.3",$96.87,27.4,1.9,8.2,31.2,3.5,0.3,0.2,0.9
4,3,"(1) Sycamore, American (Platanus occidentalis)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,327.2",$193.66,"2,447.5",$281.14,52.4,$660.93,2.9,"61,468.6","8,352.7",$74.64,29.3,1.9,9.5,31.2,3.6,0.3,0.2,1.4
5,4,"(1) Sycamore, American (Platanus occidentalis)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"6,886.6",$160.16,"2,447.5",$281.14,52.4,$660.93,4.1,"81,666.2","11,097.3",$99.17,26.9,1.9,7.9,31.2,3.5,0.3,0.2,0.8
6,5,"(1) Sycamore, American (Platanus occidentalis)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,326.6",$193.65,"2,447.5",$281.14,52.4,$660.93,2.8,"59,576.7","8,095.7",$72.34,29.2,1.9,9.5,31.2,3.6,0.3,0.2,1.4
7,6,"(1) Sycamore, American (Platanus occidentalis)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,929.3",$184.41,"2,447.5",$281.14,52.4,$660.93,3.4,"70,497.6","9,579.7",$85.60,29.0,1.9,9.0,31.2,3.6,0.3,0.2,1.1
8,7,"(1) Sycamore, American (Platanus occidentalis)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"5,852.2",$136.11,"2,447.5",$281.14,52.4,$660.93,4.6,"89,345.1","12,140.8",$108.49,24.9,1.9,7.0,31.2,3.3,0.3,0.2,0.6
9,8,"(1) Sycamore, American (Platanus occidentalis)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,301.2",$169.80,"2,447.5",$281.14,52.4,$660.93,3.8,"77,894.6","10,584.8",$94.59,27.8,1.9,8.4,31.2,3.5,0.3,0.2,0.9
10,9,"(1) Sycamore, American (Platanus occidentalis)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,045.1",$187.10,"2,447.5",$281.14,52.4,$660.93,3.3,"68,680.6","9,332.7",$83.40,29.2,1.9,9.2,31.2,3.6,0.3,0.2,1.2
11,10,"(1) Sycamore, American (Platanus occidentalis)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,293.8",$192.89,"2,447.5",$281.14,52.4,$660.93,3.0,"63,303.2","8,602.0",$76.87,29.4,1.9,9.4,31.2,3.6,0.3,0.2,1.3
2,1,"(1) Sycamore, American (Platanus occidentalis)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,995.4",$185.95,"2,447.5",$281.14,52.4,$660.93,2.4,"51,503.1","6,998.6",$62.54,27.9,1.9,9.3,31.2,3.4,0.3,0.2,1.5
3,2,"(1) Sycamore, American (Platanus occidentalis)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"5,231.0",$121.66,"2,447.5",$281.14,52.4,$660.93,4.8,"93,248.8","12,671.2",$113.23,23.7,1.9,6.5,31.2,3.2,0.3,0.2,0.5
4,3,"(1) Sycamore, American (Platanus occidentalis)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"6,136.7",$142.72,"2,447.5",$281.14,52.4,$660.93,4.4,"87,409.0","11,877.7",$106.14,25.4,1.9,7.3,31.2,3.3,0.3,0.2,0.7
5,4,"(1) Sycamore, American (Platanus occidentalis)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,228.3",$191.37,"2,447.5",$281.14,52.4,$660.93,3.1,"65,087.4","8,844.5",$79.03,29.4,1.9,9.4,31.2,3.6,0.3,0.2,1.3
6,5,"(1) Sycamore, American (Platanus occidentalis)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,834.7",$182.21,"2,447.5",$281.14,52.4,$660.93,2.3,"49,379.6","6,710.0",$59.96,27.4,1.9,9.2,31.2,3.3,0.3,0.2,1.5
7,6,"(1) Sycamore, American (Platanus occidentalis)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,797.1",$181.34,"2,447.5",$281.14,52.4,$660.93,3.5,"72,327.9","9,828.4",$87.83,28.8,1.9,8.9,31.2,3.6,0.3,0.2,1.1
8,7,"(1) Sycamore, American (Platanus occidentalis)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"4,539.5",$105.57,"2,447.5",$281.14,52.4,$660.93,5.1,"97,193.3","13,207.2",$118.02,22.4,1.9,6.1,31.2,3.0,0.3,0.2,0.5
9,8,"(1) Sycamore, American (Platanus occidentalis)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"8,144.7",$189.42,"2,447.5",$281.14,52.4,$660.93,3.2,"66,877.0","9,087.7",$81.21,29.3,1.9,9.3,31.2,3.6,0.3,0.2,1.2
10,9,"(1) Sycamore, American (Platanus occidentalis)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"7,180.2",$166.99,"2,447.5",$281.14,52.4,$660.93,1.9,"42,826.4","5,819.5",$52.00,25.2,1.9,8.5,31.2,3.0,0.3,0.2,1.5
11,10,"(1) Sycamore, American (Platanus occidentalis)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"6,220.8",$144.68,"2,337.8",$268.54,52.4,$660.93,2.1,"38,977.6","5,296.5",$47.33,22.3,1.9,7.5,30.9,2.7,0.3,0.2,1.3
2,1,"(1) Sycamore, American (Platanus occidentalis)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"4,848.6",$112.76,"2,546.3",$292.48,52.4,$660.93,5.4,"122,118.8","16,594.3",$148.29,16.0,1.9,3.8,31.5,2.3,0.3,0.2,0.2
3,2,"(1) Sycamore, American (Platanus occidentalis)  at 10.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"6,611.9",$153.77,"2,447.5",$281.14,52.4,$660.93,1.7,"38,353.9","5,211.8",$46.57,23.3,1.9,7.9,31.2,2.8,0.3,0.2,1.4
4,3,"(1) Sycamore, American (Platanus occidentalis)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"6,403.9",$148.94,"2,447.5",$281.14,52.4,$660.93,4.3,"85,483.6","11,616.1",$103.80,25.9,1.9,7.5,31.2,3.4,0.3,0.2,0.7
5,4,"(1) Sycamore, American (Platanus occidentalis)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"5,947.0",$138.31,"2,337.8",$268.54,52.4,$660.93,1.9,"35,669.7","4,847.0",$43.31,20.8,1.9,7.0,30.9,2.5,0.3,0.2,1.2
6,5,"(1) Sycamore, American (Platanus occidentalis)  at 42.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"3,777.2",$87.85,"2,447.5",$281.14,52.4,$660.93,5.4,"101,177.1","13,748.6",$122.86,21.2,1.9,5.6,31.2,2.9,0.3,0.2,0.4
